case_id,surveytime,module_end,scales_first,self_first,condition,sex_submit,sex_clicks,gender_submit,gender_clicks,firstord_submit,firstord_clicks,thirdord_submit,thirdord_clicks,natenviy,natcrimy,nateducy,natarmsy,natsci,natfarey,discaffm,posslqy,wrkstat_fulltime,wrkstat_parttime,wrkstat_notatwork,wrkstat_unemployed,wrkstat_retired,wrkstat_school,wrkstat_keephouse,wrkstat_other,wrkstat_other_text,weekswrk,fear_sa,fear_ipv,fear_aqnt,fear_strn,fear_murd,protect_alarm,protect_firearm,protect_knife,protect_mace,protect_taser,protect_whistle,protect_other,protect_other_text,protect_none,viol_throw,viol_push,viol_hit,viol_hitobj,viol_burn,viol_sa,viol_chokedrown,viol_knifegun,viol_stabshot,viol_none,perp_stranger,perp_school,perp_work,perp_neighbor,perp_friend,perp_relative,perp_lover,perp_partner,perp_other,perp_other_text,class,finalter,hispanic_binary,hispanic_detail,hispanic_other_text,white,black,amerind,asianind,chinese,filipino,japanese,korean,vietnamese,otherasian,hawaiian,guamcham,samoan,pacisland,otherrace,otherrace_text,discaff,marhomo,happy,health,mntlhlth,prtypref,prtypref_other_text,polviews,born,parborn,granborn,grade,diploma,coldegree,coldegree_type,earnrs,income06,dwelown,dwelown_other_text,cohort,firstord_fem,firstord_masc,thirdord_fem,thirdord_masc,sex,gender,gender_other_text,arrest,lockedup,rhhwork,famfinan,earnshh,cutahead,volchrty,givchrty,helpaway,carried,talkedto,hrdshp1,hrdshp4,hrdshp5,hrdshp7,partners,sexfreq,sexornt,sexsex18,cisgender,female,male,woman,man,gnlh,trans_direct,trans_indirect,polar1,polar3,crossgen1,crossgen3,notconven1,notconven3,married,fear_avg,protect_count,viol_count,race_count,race_detail,race_gss,goodhealth,health_3cat,educ,inc_cont,age,region_census,region_gss
896,584,no,no,yes,3,5.513,1,3.7620001,1,5.4159999,2,5.3850002,2,Spending the right amount,Spending too little,Spending too little,Spending too little,Spending the right amount,Spending the right amount,somewhat likely,married and living with spouse,no,no,no,no,no,no,yes,yes,Stay at home mom,6,Not at all afraid,Not at all afraid,Not at all afraid,5,4,no,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,lower class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Very happy,Good,5,Independent,,Conservative,yes,yes,yes,12th,yes,no,,2,"$40,000-49,999",Own/buying,,1982,Very,Not at all,Very,Not at all,Female,Woman,,no,no,15,"Spouse/partner manages money, gives to me",Spouse/partner has much higher income,At least once a month,Not at all in past year,Not at all in past year,At least once in the past year,At least once in the past year,At least once a week,Yes,,Yes,,1,Once or twice,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,1.8,1,0,1,White,White,good/excellent,good,12,4.5,32,Mountain,West
897,681,yes,no,no,8,6.0609999,1,2.438,1,6.2670002,2,12.677,2,Spending too little,Spending the right amount,Spending the right amount,Spending too much,Spending too little,Spending the right amount,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,yes,no,yes,yes,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Fair,30,Democrat,,Slightly liberal,yes,yes,yes,12th,yes,yes,Associate,1,"$35,000-39,999",Paying rent,,1984,1,4,1,4,Male,Man,,no,no,10,Pool the money,I have a much higher income,At least once a month,Not at all in past year,Not at all in past year,At least once in the past year,Not at all in past year,At least once a month,No,Yes,No,No,1,2-3 times a month,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,3,0,1,White,White,fair/poor,fair/poor,14,3.75,30,Pacific,West
898,345,no,yes,yes,1,3.8599999,1,2.273,1,5.0029998,3,4.1760001,2,Spending the right amount,Spending too little,Spending too little,Spending too little,Spending too much,Spending too much,very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,2,Not at all afraid,no,yes,yes,yes,yes,yes,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Strongly disagree,Pretty happy,Good,2,Republican,,Extremely conservative,yes,no,no,12th,yes,no,,2,"$40,000-49,999",Paying rent,,1986,Not at all,5,Not at all,Very,Male,Man,,no,no,5,Pool the money,Spouse/partner has much higher income,At least once a month,At least once a month,At least once a week,Not at all in past year,At least once a month,At least once a month,No,No,No,No,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,5,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,.40000001,5,0,1,White,White,good/excellent,good,12,4.5,28,Pacific,West
899,390,no,no,yes,3,3.5,1,2.3770001,1,5.7020001,3,6.5710001,3,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,no,no,no,no,no,yes,no,no,,0,Not at all afraid,Not at all afraid,1,2,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,3,Independent,,Slightly liberal,yes,yes,yes,12th,yes,no,,4,">$150,000",Own/buying,,1989,Not at all,5,Not at all,4,Male,Man,,yes,yes,5,,,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,At least once a month,,Yes,,,11-20,2-3 times a month,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,5,4,SR conforming,RA conforming,SR conforming,RA conforming,no,.60000002,0,0,1,White,White,good/excellent,good,12,16,25,South Atlantic,South
901,354,no,no,yes,3,2.7739999,1,3.51,1,7.5489998,2,4.211,2,Spending too much,Spending too little,Spending too little,Spending too much,Spending too much,Spending too much,not very likely,married and living with spouse,no,yes,no,no,no,no,yes,no,,20,Very afraid,Not at all afraid,Very afraid,Very afraid,3,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Neither agree nor disagree,Pretty happy,Fair,10,Republican,,Conservative,yes,yes,no,12th,yes,yes,Bachelor's,3,">$150,000",Own/buying,,1972,Very,Not at all,Very,Not at all,Female,Woman,,no,no,5,Pool the money,Spouse/partner has no income,At least once a month,At least once a month,At least once a month,At least once in the past year,Not at all in past year,Not at all in past year,,,,,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,4.1999998,0,0,1,White,White,fair/poor,fair/poor,16,16,42,East North Central,Midwest
902,587,no,no,no,4,3.7869999,1,5.1690001,2,9.5780001,2,8.7679996,2,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,living with partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Very happy,Good,0,Democrat,,Liberal,yes,yes,yes,12th,yes,yes,Associate,1,"$25,000-29,999",Paying rent,,1981,2,4,3,3,Male,Man,,no,no,4,Pool the money,I have a much higher income,At least once in the past year,At least once a month,At least once in the past year,Not at all in past year,At least once in the past year,At least once a month,No,No,No,No,2,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,2,Not at all polar,SR conforming,RA conforming,SR conforming,RA nonconforming,no,Not at all afraid,0,0,1,White,White,good/excellent,good,14,2.75,33,Mountain,West
903,1537,no,no,yes,3,9.7749996,1,8.5050001,1,24.813999,3,17.006001,2,Spending the right amount,Spending the right amount,Spending too much,Spending too much,Spending the right amount,Spending too little,not very likely,married and living with spouse,no,no,no,no,no,no,yes,no,,0,Not at all afraid,Not at all afraid,Not at all afraid,1,1,no,no,no,no,no,yes,yes,"Dog-protection from bears, coyotes",no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Neither agree nor disagree,Not too happy,Good,10,Republican,,Slightly liberal,yes,yes,no,12th,yes,yes,Bachelor's,2,"$30,000-34,999",Own/buying,,1957,5,Not at all,5,Not at all,Female,Woman,,no,no,50,"Pool some money, keep some separate",Spouse/partner has higher income,At least once in the past year,Not at all in past year,At least once in the past year,At least once a month,Not at all in past year,At least once a week,,Yes,Yes,,1,4 or more times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,5,5,SR conforming,RA conforming,SR conforming,RA conforming,yes,.40000001,2,0,1,White,White,good/excellent,good,16,3.25,57,Middle Atlantic,Northeast
904,295,yes,yes,yes,5,3.2579999,1,2.454,1,9.552,2,3.7590001,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,somewhat likely,no partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,2,1,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Good,0,Democrat,,Slightly liberal,yes,no,no,12th,yes,yes,Bachelor's,1,"$40,000-49,999",Paying rent,,1987,1,4,1,4,Male,Man,,no,no,1,,,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,No,No,No,No,1,Once or twice,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,no,.60000002,0,0,1,White,White,good/excellent,good,16,4.5,27,Pacific,West
906,524,no,yes,yes,1,6.316,1,8.2180004,1,9.5349998,2,7.2389998,2,Spending too little,Spending too little,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,no partner,no,yes,no,no,no,no,no,no,,0,4,2,3,4,2,no,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly disagree,Pretty happy,Good,0,Democrat,,Moderate,yes,yes,yes,10th,no,yes,Graduate or Professional,2,"$6,000-6,999",Own/buying,,1987,Very,Not at all,Very,Not at all,Female,Woman,,no,no,0,,,At least once in the past year,At least once in the past year,Not at all in past year,At least once a month,At least once a month,At least once in the past year,N/A,No,No,No,None,Not at all,"Heterosexual, straight",None,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,3,1,0,1,White,White,good/excellent,good,20,.64999998,27,East South Central,South
907,1528,yes,yes,yes,5,2.7030001,1,23.436001,1,4.7490001,2,4.5760002,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,no partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Neither agree nor disagree,Not too happy,Fair,0,Independent,,Moderate,yes,yes,yes,12th,yes,no,,1,"$22,500-24,999",Paying rent,,1985,Not at all,5,Not at all,Very,Male,Man,,no,no,5,,,At least once a week,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,At least once a week,No,No,No,No,5-10,2-3 times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,5,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,0,0,1,White,White,fair/poor,fair/poor,12,2.375,29,Pacific,West
908,475,yes,yes,yes,5,4.2979999,1,2.8559999,1,9.9329996,2,9.8430004,2,Spending the right amount,Spending too little,Spending the right amount,Spending too little,Spending too little,Spending too much,somewhat likely,married and living with spouse,no,no,no,no,no,no,yes,no,,0,1,Not at all afraid,Not at all afraid,1,1,no,no,no,no,no,no,no,,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Disagree,Not too happy,Good,25,Republican,,Conservative,yes,yes,yes,12th,yes,yes,Bachelor's,1,"$50,000-59,999",Own/buying,,1976,3,2,3,2,Female,Woman,,no,no,20,Pool the money,I have no income,At least once a month,At least once a month,At least once a month,Not at all in past year,Not at all in past year,At least once a month,No,No,No,No,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,1,1,SR conforming,RA conforming,SR conforming,RA conforming,yes,.60000002,0,2,1,White,White,good/excellent,good,16,5.5,38,East North Central,Midwest
909,377,no,no,no,4,2.6040001,1,3.885,1,4.5609999,2,5.5510001,2,Spending too little,Spending too much,Spending too little,Spending the right amount,Spending too little,Spending the right amount,not very likely,no partner,no,yes,no,no,no,yes,no,no,,35,Not at all afraid,1,1,3,1,yes,no,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Neither agree nor disagree,Pretty happy,Good,29,Republican,,Moderate,yes,yes,yes,12th,yes,no,,3,">$150,000",Paying rent,,1990,Not at all,3,Not at all,4,Male,Man,,yes,no,5,,,At least once a month,At least once a month,At least once in the past year,At least once a month,At least once a month,At least once a month,Yes,No,No,No,4,2-3 times a month,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,4,SR conforming,RA conforming,SR conforming,RA conforming,no,1.2,1,0,1,White,White,good/excellent,good,12,16,24,Middle Atlantic,Northeast
911,369,no,no,yes,3,3.201,1,2.112,1,5.6989999,2,5.54,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,1,1,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Good,1,Independent,,Slightly liberal,yes,yes,yes,12th,yes,yes,Bachelor's,2,"$90,000-109,999",Own/buying,,1986,1,4,Not at all,4,Male,Man,,no,no,2,Keep money separate,Spouse/partner has higher income,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,Not at all in past year,Not at all in past year,,,,,1,2-3 times a month,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,4,SR conforming,RA conforming,SR conforming,RA conforming,yes,.40000001,0,0,1,White,White,good/excellent,good,16,10,28,Middle Atlantic,Northeast
912,407,no,no,yes,3,3.016,1,2.5050001,1,8.4969997,3,3.9319999,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending the right amount,somewhat likely,not living with spouse/partner,no,no,no,yes,no,no,no,no,,0,Not at all afraid,Not at all afraid,Not at all afraid,2,1,yes,no,no,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Good,3,Democrat,,Slightly liberal,yes,yes,yes,12th,yes,yes,Bachelor's,0,"$35,000-39,999",Paying rent,,1991,2,5,2,5,Male,Man,,no,no,4,"Pool some money, keep some separate",We have about the same income,At least once a month,At least once in the past year,At least once a month,At least once in the past year,Not at all in past year,At least once a week,,,,Yes,1,About once a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,no,.60000002,1,0,1,White,White,good/excellent,good,16,3.75,23,Pacific,West
913,567,no,yes,yes,1,3.1719999,2,2.348,2,8.6560001,2,7.3109999,4,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending the right amount,not very likely,living with partner,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,yes,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,0,Democrat,,Liberal,yes,yes,yes,12th,yes,yes,Bachelor's,2,"$35,000-39,999",Paying rent,,1989,2,4,2,3,Male,Man,,yes,yes,4,Keep money separate,I have a much higher income,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,At least once in the past year,No,No,No,No,1,About once a week,"Gay, lesbian, homosexual","Some women, mostly men",yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,2,1,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,2,0,1,White,White,good/excellent,good,16,3.75,25,Pacific,West
914,731,yes,no,yes,7,4.3070002,1,3.5940001,1,9.1440001,2,5.9359999,2,Spending too little,Spending too much,Spending too much,Spending the right amount,Spending too little,Spending the right amount,not very likely,not living with spouse/partner,yes,no,no,no,no,no,no,no,,52,3,Not at all afraid,1,3,1,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Good,3,Other,nothing,Moderate,yes,yes,yes,12th,yes,yes,Bachelor's,3,"$110,000-129,999",Paying rent,,1990,3,3,3,3,Female,Woman,,no,no,2,Keep money separate,We have about the same income,At least once a week,At least once in the past year,Not at all in past year,Not at all in past year,At least once a month,At least once a month,,Yes,Yes,,3,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Not at all polar,Not at all polar,SR conforming,RA conforming,SR nonconforming,RA nonconforming,no,1.6,0,0,1,White,White,good/excellent,good,16,12,24,Middle Atlantic,Northeast
